,id,tag0
365,1291,Turretless
366,1292,Z
367,1293,Turretless
368,1295,Turretless
369,1296,Turretless
370,1297,Turretless
371,1298,Turretless
372,1299,Turretless
373,1300,Shattered
374,1302,Z
375,1303,Turretless
376,1304,O
377,1305,Turretless
378,1307,Turretless
379,1308,Turretless
380,1309,Turretless
381,1311,Turretless
382,1312,Turretless
383,1313,Turretless
384,1314,Turretless
385,1315,Turretless
386,1317,Turretless
387,1318,Turretless
388,1321,Turretless
389,1322,Turretless
390,1326,Z
391,1332,Z
392,1334,O
393,1336,O
394,1339,V
395,1340,O
396,1352,Z
397,1357,Underwater
398,1360,V
399,1363,Z
400,1367,Turretless
401,1368,Turretless
402,1369,Turretless
403,1370,Stugna
404,1371,Stugna
405,1372,V
406,1373,Turretless
407,1374,Turretless
408,1375,O
409,1382,Turretless
410,1384,Turretless
411,1385,Turretless
412,1389,Turretless
413,1391,Turretless
414,1392,Turretless
415,1393,Turretless
416,1395,O
417,1396,Turretless
418,1397,O
419,1403,V
420,1405,Turretless
421,1406,Turretless
422,1408,Turretless
423,1409,Turretless
424,1412,Turretless
425,1418,Turretless
426,1428,Turretless
427,1430,Turretless
428,1433,Turretless
429,1434,Turretless
430,1435,Turretless
431,1436,Turretless
432,1437,Turretless
433,1438,Turretless
434,1441,Turretless
435,1443,O
436,1444,Turretless
437,1445,Turretless
438,1446,Turretless
439,1451,Turretless
440,1452,V
441,1453,V
442,1455,Turretless
443,1456,Turretless
444,1457,Turretless
445,1458,Turretless
446,1459,Turretless
447,1462,V
448,1464,Turretless
449,1465,Turretless
450,1468,PL-1
451,1470,Turretless
452,1473,Turretless
453,1483,Turretless
454,1487,Turretless
455,1488,Turretless
456,1494,Turretless
457,1501,Turretless
458,1505,V
459,1506,Turretless
460,1517,Turretless
461,1519,Turretless
462,1522,Turretless
463,1526,Turretless
464,1528,PL-1
465,1531,Turretless
466,1532,Turretless
467,1533,Turretless
468,1534,Turretless
469,1535,Turretless
470,1538,Turretless
471,1539,Turretless
472,1543,O
473,1544,Turretless
474,1548,Turretless
475,1549,Turretless
476,1551,Z
477,1553,Z
478,1564,Z
479,1569,O
480,1570,PL-1
481,1571,PL-1
482,1581,PL-1
483,1582,Turretless
484,1583,Z
485,1587,Z
486,1593,V
487,1594,O
488,1595,O
489,1596,O
490,1598,V
491,1599,V
492,1602,Z
493,1610,O
494,1611,O
495,1612,V
496,1616,PL-1
497,1617,V
498,1618,O
499,1621,Z
500,1623,⧸
501,1624,O
502,1626,Damaged
503,1633,Z
504,1636,O
505,1659,Turretless
506,1660,Z
507,1661,Turretless
508,1662,Flipped
509,1672,Turretless
510,1684,Turretless
511,1695,Turretless
512,1698,Turretless
513,1699,Turretless
514,1700,Turretless
515,1701,Turretless
516,1702,Turretless
517,1705,Turretless
518,1707,Turretless
519,1708,Turretless
520,1709,Z
521,1710,Turretless
522,1712,Turretless
523,1713,Turretless
524,1714,Turretless
525,1716,Turretless
526,1718,Turretless
527,1719,Turretless
528,1720,Turretless
529,1721,Turretless
530,1722,Turretless
531,1725,Turretless
532,1726,Turretless
533,1728,Turretless
534,1729,Turretless
535,1730,Turretless
536,1733,Turretless
537,1735,Z
538,1736,Turretless
539,1737,Turretless
540,1739,Turretless
541,1743,Turretless
542,1744,Turretless
543,1745,Turretless
544,1746,Turretless
545,1751,Turretless
546,1753,Turretless
547,1756,Turretless
548,1759,Z
549,1761,⧸
550,1763,Z
551,1765,Z
552,1767,PL-1
553,1775,Z
554,1782,Z
555,1783,Z
556,1797,Z
557,1798,Z
558,1801,Turretless
559,1803,V
560,1804,V
561,1805,Turretless
562,1807,Shattered
563,1808,Shattered
564,1809,Turretless
565,1811,Turretless
566,1812,Shattered
567,1814,V
568,1816,Turretless
569,1818,V
570,1819,Turretless
571,1820,Turretless
572,1822,Z
573,1827,Turretless
574,1828,Shattered
575,1831,Turretless
576,1833,Turretless
577,1834,Turretless
578,1835,Shattered
579,1840,V
580,1843,Turretless
581,1844,Turretless
582,1845,Turretless
583,1848,Shattered
584,1849,V
585,1854,Shattered
586,1855,Shattered
587,1856,Z
588,1857,Turretless
589,1866,V
590,1870,V
591,1871,V
592,1872,V
593,1878,Turretless
594,1882,V
595,1885,Z
596,1886,Turretless
597,1887,Z
598,1890,Z
599,1891,V
600,1895,V
601,1899,Z
602,1900,V
603,1901,V
604,1907,Z
605,1913,Turretless
606,1917,Turretless
607,1918,Turretless
608,1919,Turretless
609,1920,Turretless
610,1923,Turretless
611,1924,Turretless
612,1925,Turretless
613,1926,Turretless
614,1927,Turretless
615,1928,Turretless
616,1929,Turretless
617,1930,Turretless
618,1931,Turretless
619,1932,V
620,1933,Turretless
621,1935,Turretless
622,1936,V
623,1937,Turretless
624,1938,Turretless
625,1939,Turretless
626,1940,Turretless
627,1941,Turretless
628,1942,Underwater
629,1943,Turretless
630,1948,V
631,1949,V
632,1951,V
633,1953,V
634,1958,O
635,1959,Turretless
636,1974,Turretless
637,1977,Turretless
638,1978,Turretless
639,1989,Z
640,1991,Z
641,1995,Armour kit missing
642,1997,Turretless
643,2002,Z
644,2003,Z
645,2004,O
646,2005,Turretless
647,2008,Turretless
648,2010,Armour kit missing
649,2012,O
650,2013,Turretless
651,2015,Turretless
652,2016,Z
653,2024,Turretless
654,2034,Turretless
655,2035,Turretless
656,2041,O
657,2046,Z
658,2054,Z
659,2063,Z
660,2067,PL-1
661,2068,O
662,2070,Z
663,2084,Z
664,2087,Z
665,2090,O
666,2091,O
667,2092,O
668,2093,O
669,2094,O
670,2095,O
671,2096,O
672,2100,Z
673,2101,Z
674,2103,Armour kit missing
675,2106,O
676,2111,Z
677,2126,Turretless
678,2127,Z
679,2134,Z
680,2135,Turretless
681,2137,Z
682,2140,Turretless
683,2142,Underwater
684,2151,Z
685,2152,Z
686,2154,Z
687,2157,Z
688,2158,O
689,2169,Z
690,2184,Z
691,2186,V
692,2187,V
693,2189,⧸
694,2192,V
695,2193,V
696,2195,Shattered
697,2196,Shattered
698,2200,V
699,2207,V
700,2211,V
701,2215,Z
702,2217,V
703,2220,Z
704,2221,Z
705,2229,V
706,2232,V
707,2234,V
708,2235,V
709,2237,Z
710,2238,V
711,2243,O
712,2244,O
713,2245,V
714,2247,O
715,2248,O
716,2253,V
717,2254,V
718,2255,O
719,2256,V
720,2257,V
721,2261,O
722,2263,Damaged
723,2265,Z
724,2267,V
725,2273,Flipped
726,2277,Z
727,2279,Z
728,2280,Z
729,2285,Z
730,2287,Z
731,2298,O
732,2305,V
733,2308,Z
734,2309,Z
735,2318,O
736,2320,Z
737,2321,O
738,2322,O
739,2325,Z
740,2326,Z
741,2328,Z
742,2329,Z
743,2331,Z
744,2332,Z
745,2339,O
746,2343,O
747,2346,O
748,2354,Z
749,2358,O
750,2371,⧸
751,2373,Z
752,2381,V
753,2388,V
754,2391,O
755,2392,O
756,2395,Z
757,2402,Z
758,2409,V
759,2416,Jammer
760,2418,V
761,2425,KUNG
762,2427,KUNG
763,2433,Z
764,2434,Z
765,2435,V
766,2436,KUNG
767,2437,Z
768,2440,KUNG
769,2442,V
770,2443,O
771,2445,O
772,2453,O
773,2454,KUNG
774,2455,Z
775,2457,KUNG
776,2458,KUNG
777,2470,Z
778,2477,V
779,2481,Z
780,2487,O
781,2489,V
782,2494,V
783,2497,O
784,2503,Shattered
785,2522,V
786,2527,O
787,2529,Z
788,2531,V
789,2535,O
790,2543,O
791,2553,O
792,2556,O
793,2557,⧸
794,2559,⧸
795,2561,Z
796,2564,O
797,2566,Shattered
798,2583,V
799,2584,O
800,2585,V
801,2586,V
802,2588,Damaged
803,2592,Damaged
804,2597,Z
805,2600,Z
806,2609,Shattered
807,2615,Damaged
808,2616,O
809,2619,Z
810,2621,O
811,2622,O
812,2624,Damaged
813,2625,O
814,2628,O
815,2643,O
816,2644,O
817,2667,Shattered
818,2670,Z
819,2674,Damaged
820,2699,Turretless
821,2725,Damaged
822,2729,Damaged
823,2730,Turretless
824,2733,Z
825,2739,O
826,2740,Turretless
827,2741,V
828,2742,V
829,2746,Turretless
830,2747,Turretless
831,2748,Turretless
832,2755,Turretless
833,2757,Turretless
834,2760,Turretless
835,2761,Turretless
836,2762,Turretless
837,2763,Turretless
838,2764,Turretless
839,2766,Turretless
840,2769,Turretless
841,2770,Turretless
842,2771,Turretless
843,2772,Turretless
844,2777,O
845,2779,Z
846,2781,Z
847,2782,Turretless
848,2785,V
849,2786,V
850,2789,V
851,2794,Turretless
852,2795,Turretless
853,2797,Turretless
854,2799,Turretless
855,2800,Turretless
856,2801,Turretless
857,2802,Z
858,2803,Turretless
859,2804,O
860,2806,O
861,2808,Turretless
862,2809,O
863,2810,O
864,2813,Turretless
865,2820,O
866,2828,Turretless
867,2835,O
868,2840,O
869,2841,O
870,2850,Z
871,2852,Z
872,2856,Z
873,2860,Shattered
874,2863,Z
875,2876,Shattered
876,2878,Shattered
877,2895,Damaged
878,2897,V
879,2899,V
880,2900,Z
881,2901,Z
882,2902,Z
883,2903,Z
884,2905,Z
885,2916,O
886,2917,Z
887,2922,Shattered
888,2924,Shattered
889,2937,V
890,2938,Shattered
891,2939,Damaged
892,2941,V
893,2942,V
894,2944,O
895,2945,Z
896,2954,Z
897,2955,Z
898,2957,Z
899,2958,V
900,2959,V
901,2965,Z
902,2966,Z
903,2967,Z
904,2976,V
905,2977,V
906,2985,V
907,2998,V
908,3003,O
909,3005,O
910,3008,Shattered
911,3011,O
912,3013,O
913,3014,O
914,3018,Z
915,3020,Underwater
916,3024,O
917,3034,O
918,3035,O
919,3037,O
920,3038,O
921,3040,V
922,3045,Z
923,3048,KUNG
924,3050,Z
925,3054,Shattered
926,3055,Shattered
927,3057,Shattered
928,3061,Shattered
929,3062,Shattered
930,3065,Shattered
931,3072,Shattered
932,3074,Shattered
933,3075,Shattered
934,3076,Shattered
935,3077,Shattered
936,3078,Shattered
937,3082,Shattered
938,3084,Shattered
939,3087,Shattered
940,3089,Shattered
941,3092,Shattered
942,3093,Shattered
943,3097,Shattered
944,3098,Shattered
945,3099,Shattered
946,3100,Shattered
947,3101,Shattered
948,3102,Shattered
949,3103,Shattered
950,3105,Shattered
951,3109,Shattered
952,3110,Shattered
953,3111,Shattered
954,3118,Shattered
955,3120,Shattered
956,3121,Shattered
957,3123,Shattered
958,3125,Shattered
959,3126,Shattered
960,3127,Shattered
961,3128,V
962,3220,Underwater
963,3226,Shattered
964,3228,Underwater
965,3229,Underwater
966,3232,KUNG
967,3236,KUNG
968,3237,KUNG
969,3247,V
970,3253,Z
971,3254,V
972,3255,V
973,3257,O
974,3262,Shattered
975,3263,Shattered
976,3264,Shattered
977,3267,O
978,3268,V
979,3270,O
980,3274,Shattered
981,3275,Z
982,3279,Z
983,3280,Z
984,3282,KUNG
985,3284,Z
986,3285,O
987,3289,KUNG
988,3293,V
989,3294,V
990,3297,Z
991,3298,Z
992,3305,KUNG
993,3307,Z
994,3322,Z
995,3324,Z
996,3326,V
997,3327,Z
998,3337,KUNG
999,3338,KUNG
1000,3339,Shattered
1001,3341,Z
1002,3348,KUNG
1003,3350,Additional armour
1004,3361,KUNG
1005,3362,KUNG
1006,3364,V
1007,3373,Z
1008,3374,V
1009,3378,Shattered
1010,3380,Shattered
1011,3381,Shattered
1012,3383,V
1013,3387,Jammer
1014,3394,Shattered
1015,3395,V
1016,3397,Shattered
1017,3400,O
1018,3407,Shattered
1019,3416,Shattered
1020,3422,Shattered
1021,3423,Shattered
1022,3426,Flipped
1023,3432,V
1024,3433,Shattered
1025,3447,Shattered
1026,3448,Shattered
1027,3449,Shattered
1028,3460,Shattered
1029,3461,Z
1030,3467,Z
1031,3470,Z
1032,3471,V
1033,3475,V
1034,3476,V
1035,3479,Z
1036,3490,⧸
1037,3492,Z
1038,3498,V
1039,3508,Z
1040,3509,Z
1041,3510,Damaged
1042,3511,Z
1043,3512,Z
1044,3518,V
1045,3519,V
1046,3520,V
1047,3526,V
1048,3527,Flipped
1049,3533,O
1050,3538,Z
1051,3542,Z
1052,3546,Z
1053,3547,Z
1054,3548,Z
1055,3551,V
1056,3558,V
1057,3559,V
1058,3562,Z
1059,3582,Z
1060,3588,V
1061,3594,O
1062,3600,KUNG
1063,3604,Z
1064,3605,Z
1065,3613,O
1066,3614,O
1067,3616,Z
1068,3620,V
1069,3621,V
1070,3622,V
1071,3623,V
1072,3624,Z
1073,3625,Z
1074,3626,Z
1075,3631,O
1076,3632,O
1077,3637,Z
1078,3644,Z
1079,3645,Z
1080,3647,V
1081,3649,V
1082,3658,Z
1083,3660,KUNG
1084,3663,Z
1085,3664,Z
1086,3665,KUNG
1087,3670,KUNG
1088,3671,KUNG
1089,3674,Shattered
1090,3675,Shattered
1091,3676,KUNG
1092,3678,KUNG
1093,3679,KUNG
1094,3685,Shattered
1095,3689,Shattered
1096,3692,O
1097,3693,Z
1098,3699,⧸
1099,3703,Shattered
1100,3705,Z
1101,3715,Shattered
1102,3723,KUNG
1103,3726,Shattered
1104,3727,Shattered
1105,3741,V
1106,3749,V
1107,3752,KUNG
1108,3757,V
1109,3759,Shattered
1110,3761,KUNG
1111,3762,KUNG
1112,3768,Z
1113,3769,KUNG
1114,3774,Z
1115,3787,Shattered
1116,3795,O
1117,3804,V
1118,3827,Shattered
1119,3828,Shattered
1120,3831,Shattered
1121,3832,Shattered
1122,3833,Shattered
1123,3844,V
1124,3848,⧸
1125,3850,KUNG
1126,3852,Z
1127,3857,V
1128,3866,Z
1129,3869,Z
1130,3870,Z
1131,3871,Z
1132,3874,KUNG
1133,3877,Z
1134,3880,Z
1135,3884,Z
1136,3885,Z
1137,3886,Z
1138,3902,Z
1139,3915,Z
1140,3916,Z
1141,3922,Additional armour
1142,3923,O
1143,3932,Z
1144,3933,Z
1145,3935,Z
1146,3936,O
1147,3937,O
1148,3938,O
1149,3941,⧸
1150,3944,Z
1151,3948,KUNG
1152,3953,Z
1153,3956,O
1154,3968,V
1155,3991,O
1156,3996,Z
1157,3997,Z
1158,4003,Z
1159,4015,V
1160,4019,V
1161,4021,Shattered
1162,4023,Z
1163,4025,Z
1164,4027,V
1165,4028,V
1166,4030,Z
1167,4035,Damaged
1168,4037,Z
1169,4056,Z
1170,4073,Shattered
1171,4075,Shattered
1172,4078,Shattered
1173,4079,Shattered
1174,4081,Shattered
1175,4082,Shattered
1176,4084,Shattered
1177,4087,V
1178,4089,Shattered
1179,4109,Shattered
1180,4114,O
1181,4115,O
1182,4119,Shattered
1183,4120,Shattered
1184,4148,Shattered
1185,4157,Flipped
1186,4178,Flipped
1187,4197,Z
1188,4203,Shattered
1189,4204,Shattered
1190,4205,Shattered
1191,4206,Shattered
1192,4207,Shattered
1193,4208,Shattered
1194,4209,Shattered
1195,4218,Shattered
1196,4219,Shattered
1197,4237,Shattered
1198,4241,Shattered
1199,4243,Shattered
1200,4244,Shattered
1201,4245,Shattered
1202,4246,Shattered
1203,4252,Z
1204,4260,Shattered
1205,4261,Shattered
1206,4262,Shattered
1207,4286,V
1208,4290,Shattered
1209,4330,Z
1210,4348,Turretless
1211,4610,V
1212,4611,V
1213,4641,Turretless
1214,4642,Turretless
1215,5429,Shattered
1216,5516,Flipped
1217,5529,Turretless
1218,5531,Turretless
1219,5532,Turretless
1220,5533,Turretless
1221,5535,Turretless
1222,5540,Shattered
1223,5541,Shattered
1224,5558,Z
1225,5560,Turretless
1226,5569,Z
1227,5573,Shattered
1228,5576,Shattered
1229,5591,Shattered
1230,5593,Shattered
1231,5594,Shattered
1232,5595,V
1233,5599,Shattered
1234,5600,Flipped
1235,5617,Z
1236,5618,Z
1237,5623,Turretless
1238,5632,Turretless
1239,5638,O
1240,5640,O
1241,5644,Turretless
1242,5660,O
1243,5661,Turretless
1244,5662,Stugna
1245,5665,O
1246,5666,Z
1247,5669,Z
1248,5686,Turretless
1249,5687,Turretless
1250,5688,Turretless
1251,5691,Z
1252,5692,Z
1253,5695,Z
1254,5697,Turretless
1255,5699,Z
1256,5700,Turretless
1257,5715,Turretless
1258,5716,Z
1259,5718,Turretless
1260,5727,V
1261,5728,V
1262,5734,O
1263,5737,Z
1264,5740,Z
1265,5747,Turretless
1266,5767,Z
1267,5779,Turretless
1268,5785,O
1269,5786,O
1270,5787,Turretless
1271,5792,V
1272,5794,Z
1273,5795,Z
1274,5797,Z
1275,5806,V
1276,5811,Z
1277,5812,V
1278,5813,KUNG
1279,5815,V
1280,5827,Z
1281,5829,Z
1282,5832,V
1283,5848,Shattered
1284,5851,Turretless
1285,5852,Shattered
1286,5853,V
1287,5854,Turretless
1288,5855,Turretless
1289,5856,Turretless
1290,5857,Turretless
1291,5860,Turretless
1292,5861,V
1293,5862,Shattered
1294,5864,V
1295,5865,V
1296,5867,KUNG
1297,5870,V
1298,5872,Turretless
1299,5901,Shattered
1300,5903,Flipped
1301,5906,Flipped
1302,5907,Turretless
1303,5909,Underwater
1304,5911,Turretless
1305,5924,V
1306,5925,Turretless
1307,5926,Turretless
1308,5927,V
1309,5953,V
1310,5954,Turretless
1311,5955,Turretless
1312,5958,Z
1313,5961,Z
1314,5964,Z
1315,5965,Z
1316,5966,Z
1317,5995,Turretless
1318,5996,V
1319,6006,Turretless
1320,6007,Z
1321,6053,O
1322,6054,O
1323,6070,Z
1324,6086,Turretless
1325,6087,Turretless
1326,6088,Turretless
1327,6090,O
1328,6096,Shattered
1329,6097,Shattered
1330,6099,Shattered
1331,6131,Shattered
1332,6132,Shattered
1333,6133,Shattered
1334,6134,Shattered
1335,6164,Z
1336,6176,Z
1337,6184,V
1338,6187,Turretless
1339,6188,Turretless
1340,6190,O
1341,6192,Shattered
1342,6193,Turretless
1343,6194,Turretless
1344,6195,O
1345,6197,Shattered
1346,6201,Shattered
1347,6202,Shattered
1348,6203,Shattered
1349,6208,Shattered
1350,6209,Shattered
1351,6210,V
1352,6211,V
1353,6213,Shattered
1354,6214,KUNG
1355,6215,V
1356,6216,V
1357,6219,Shattered
1358,6220,KUNG
1359,6221,KUNG
1360,6222,Shattered
1361,6223,Shattered
1362,6224,Shattered
1363,6225,Shattered
1364,6227,Shattered
1365,6228,Shattered
1366,6229,Shattered
1367,6230,Shattered
1368,6231,Shattered
1369,6232,Shattered
1370,6236,Shattered
1371,6239,V
1372,6240,Shattered
1373,6241,Shattered
1374,6250,Turretless
1375,6251,Z
1376,6258,Turretless
1377,6260,V
1378,6265,KUNG
1379,6266,KUNG
1380,6307,Turretless
1381,6308,Turretless
1382,6320,Turretless
1383,6321,Turretless
1384,6324,Turretless
1385,6329,Turretless
1386,6334,Turretless
1387,6396,Turretless
1388,6398,Stugna
1389,6400,Turretless
1390,6404,Turretless
1391,6407,Turretless
1392,6416,KUNG
1393,6425,Turretless
1394,6430,Turretless
1395,6431,Shattered
1396,6432,Shattered
1397,6446,Z
1398,6453,Z
1399,6457,Z
1400,6462,V
1401,6466,Turretless
1402,6474,Turretless
1403,6475,Shattered
1404,6476,Turretless
1405,6477,Turretless
1406,6482,Turretless
1407,6483,Turretless
1408,6484,Turretless
1409,6485,Turretless
1410,6486,Turretless
1411,6490,Turretless
1412,6491,Turretless
1413,6494,Turretless
1414,6495,V
1415,6497,V
1416,6504,V
1417,6507,V
1418,6508,V
1419,6510,V
1420,6512,KUNG
1421,6517,Turretless
1422,6519,KUNG
1423,6520,V
1424,6521,O
1425,6525,Shattered
1426,6526,Shattered
1427,6537,Shattered
1428,6538,Shattered
1429,6539,Shattered
1430,6540,Shattered
1431,6541,Shattered
1432,6542,Shattered
1433,6543,Shattered
1434,6545,Shattered
1435,6547,Shattered
1436,6552,Shattered
1437,6560,V
1438,6561,V
1439,6564,Shattered
1440,6567,Shattered
1441,6568,Shattered
1442,6569,Shattered
1443,6570,Shattered
1444,6572,Flipped
1445,6575,V
1446,6576,V
1447,6578,V
1448,6579,Flipped
1449,6580,O
1450,6596,Shattered
1451,6597,Z
1452,6601,Shattered
1453,6602,Shattered
1454,6604,Shattered
1455,6607,Shattered
1456,6611,Shattered
1457,6612,Shattered
1458,6621,KUNG
1459,6622,V
1460,6623,V
1461,6626,Shattered
1462,6633,V
1463,6636,V
1464,6641,Shattered
1465,6642,Shattered
1466,6645,Shattered
1467,6646,Shattered
1468,6648,Shattered
1469,6656,Turretless
1470,6657,Z
1471,6665,Z
1472,6672,Turretless
1473,6673,Shattered
1474,6674,Turretless
1475,6702,Turretless
1476,6710,Turretless
1477,6718,Turretless
1478,6719,Mine plow/roller
1479,6720,Turretless
1480,6725,Z
1481,6728,Turretless
1482,6729,Turretless
1483,6731,Turretless
1484,6732,Turretless
1485,6733,Turretless
1486,6740,V
1487,6741,V
1488,6742,V
1489,6748,Turretless
1490,6775,Z
1491,6776,Z
1492,6784,Z
1493,6821,Turretless
1494,6830,Z
1495,6840,Z
1496,6846,V
1497,6855,Turretless
1498,6859,Z
1499,6862,Z
1500,6864,Turretless
1501,6867,Turretless
1502,6882,O
1503,6910,Z
1504,6911,Z
1505,6916,Underwater
1506,6940,Turretless
1507,6949,PL-1
1508,6953,Turretless
1509,6955,Turretless
1510,6957,Turretless
1511,6961,Turretless
1512,6962,Turretless
1513,6984,Turretless
1514,6985,Z
1515,6986,Z
1516,6987,Armour kit missing
1517,6992,Turretless
1518,6996,Turretless
1519,7016,Turretless
1520,7031,Shattered
1521,7032,Shattered
1522,7058,Shattered
1523,7067,Turretless
1524,7075,KUNG
1525,7076,Underwater
1526,7077,Underwater
1527,7081,Shattered
1528,7084,Shattered
1529,7086,Shattered
1530,7091,V
1531,7095,Shattered
1532,7103,Z
1533,7104,Turretless
1534,7106,Z
1535,7120,Jammer
1536,7122,PL-1
1537,7139,Turretless
1538,7144,Z
1539,7167,⧸
1540,7168,Turretless
1541,7179,Shattered
1542,7193,Z
1543,7195,Turretless
1544,7220,Turretless
