id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
2453,"Command posts, communication",R-166-0.5 'Artek' radio station based on BTR-80,Captured,Russia,2022-02-26,"Chernihiv, Chernihiv raion","51.52927,31.33677",35th Separate Motor Rifle Brigade,O
2454,"Command posts, communication",R-419L1 communications station,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.8736,31.57545",,KUNG
2455,"Command posts, communication",P-260-U signals vehicle (for P-260T 'Redut-2US' communications system),Destroyed,Russia,2022-03-19,"Kashpero-Mykolaivka, Bashtanka raion","47.37408,32.18833",,"Z, KUNG"
2456,"Command posts, communication",Unknown communications station based on KamAZ 6x6,Destroyed,Russia,2022-04-05,Kyiv oblast,,,"V, KUNG"
2457,"Command posts, communication",Unknown communications station based on KamAZ 6x6,Destroyed,Russia,2022-03-22,"Husarivka (Balakliia hromada), Izium raion","49.35296,36.79767",3rd Motor Rifle Division,KUNG
2458,"Command posts, communication",MPUS-K mobile command post,Destroyed,Russia,2022-02-26,"Tovstolis, Chernihiv raion","51.583172,31.363260",,KUNG
2459,"Command posts, communication",Unknown communications station,Destroyed,Russia,2022-02-28,Kyiv oblast,,,
2460,Engineering,BTR-D with UR-83P mine-clearing charge,Captured,Russia,2022-03-11,"Mykolaiv, Mykolaiv raion",,,Z
2461,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Destroyed,Russia,2022-03-07,"Sumy, Sumy raion","50.84968,34.73546",,
2462,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Destroyed,Russia,2022-03-24,"Nizhyn raion, Chernihiv oblast",,,O
2465,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-02-28,"Stanova, Okhtyrka raion","50.488306,34.897107",4th Tank Division,
2467,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-03-03,Sumy oblast,,,
2468,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-03-04,Sumy oblast,,,
2470,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-03-20,"Kashpero-Mykolaivka, Bashtanka raion","47.38457,32.18945",,"Z, ☐"
2471,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-03-22,Chernihiv oblast,,90th Tank Division,
2472,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-04-07,"Bashtanka raion, Mykolaiv oblast",,,"Z, Damaged"
2474,Engineering,GMZ-3 minelayer,Captured,Russia,2022-03-05,Donetsk oblast,,,
2475,Infantry fighting vehicles,RKhM-6 'Povozka',Destroyed,Russia,2022-03-28,"Hostomel airport, Hostomel","50.59304,30.21099",,
2476,Engineering,BAT-2 heavy engineering vehicle,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87357,31.57507",,
2477,Engineering,BAT-2 heavy engineering vehicle,Destroyed,Russia,2022-04-15,"Kozarovychi, Vyshhorod raion","50.769393,30.364441",,V
2478,Engineering,BAT-2 heavy engineering vehicle,Captured,Russia,2022-04-12,"Khvylivka, Nizhyn raion","50.974803,31.882895",,
2479,Engineering,BAT-2 heavy engineering vehicle,Captured,Russia,2022-04-05,Luhansk oblast,,,Z
2480,Engineering,MDK-3 trench-digging vehicle,Captured,Russia,2022-04-12,"Khvylivka, Nizhyn raion","50.974906,31.882758",,
2481,Engineering,BTS-4A armoured recovery vehicle,Captured,Russia,2022-03-31,"Mokrets, Brovary raion","50.68515,31.15362",6th Tank Regiment,"Z, O"
2482,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-03-01,Sumy oblast,,4th Tank Division,
2485,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-03-05,"Prokhory, Nizhyn raion",,,
2487,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-03-20,"Dorohynka, Pryluky raion","50.912802,32.125529",,O
2488,Engineering,BREM-1 armoured recovery vehicle,Destroyed,Russia,2022-04-05,"Stara Basan, Nizhyn raion","50.631972,31.299472",,
2489,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-03-13,"Moshchun, Bucha raion","50.62403,30.28019",,V
2490,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-04-09,"Trostianets, Okhtyrka raion",,,
2491,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-04-19,Chernihiv oblast,,,
2492,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2022-03-07,"Novhorod-Siverskyi, Novhorod-Siverskyi raion",,90th Tank Division,
2493,Engineering,BREM-1 armoured recovery vehicle,Destroyed,Russia,2022-03-07,"Novhorod-Siverskyi, Novhorod-Siverskyi raion",,90th Tank Division,
2494,Engineering,BREM-2 armoured recovery vehicle,Captured,Russia,2022-04-02,"Vyshehrad, Bucha raion","50.463337,29.908639",,V
2496,Engineering,BREM-Ch 'BREM-4' armoured recovery vehicle,Destroyed,Russia,2022-03-31,"Kolonshchyna, Bucha raion","50.42383,29.92576",,
2497,Engineering,BREM-Ch 'BREM-4' armoured recovery vehicle,Destroyed,Russia,2022-03-31,"Sloboda (Ivanivka hromada), Chernihiv raion","51.334529,31.375112",,O
2499,Engineering,BREM-Ch 'BREM-4' armoured recovery vehicle,Captured,Russia,2022-03-10,Chernihiv oblast,,,O
2500,Engineering,BREM-K armoured recovery vehicle,Captured,Russia,2022-02-26,"Tokari (Bezdryk hromada), Sumy raion","50.91313,34.90297",27th Separate Motor Rifle Brigade,
2501,Engineering,BREM-K armoured recovery vehicle,Captured,Russia,2022-02-28,"Chemodanivka, Romny raion","50.949065,33.918282",,
2502,Engineering,REM-KL recovery vehicle,Destroyed,Russia,2022-03-24,"Novyi Bykiv, Nizhyn raion","50.59689,31.66903",,
2503,Engineering,MTP-A2 recovery vehicle,Destroyed,Russia,2022-04-03,"Shniakivka, Nizhyn raion","50.715603,31.919085",,Shattered
2504,Engineering,REM-KL recovery vehicle,Captured,Russia,2022-03-01,"Hirne, Sumy raion","50.8473372,34.7523085",Moskva (ex-Western) Military District,
2506,Engineering,MTP-A2.1 recovery vehicle,Destroyed,Russia,2022-04-30,"Slatyne, Kharkiv raion","50.226972,36.163644",200th Separate Motor Rifle Brigade,
2507,Engineering,KET-L recovery vehicle,Destroyed,Russia,2022-02-27,"Horodnia, Chernihiv raion",,,
2508,Engineering,KT-L recovery vehicle,Destroyed,Russia,2022-03-18,"Bashtanka raion, Mykolaiv oblast",,,Z
2509,"Radars, jammers",RB-636AM2 'Svet-KU' electronic warfare system,Destroyed,Russia,2022-03-18,"Bashtanka raion, Mykolaiv oblast",,,"Z, KUNG"
2510,Engineering,KT-L recovery vehicle,Captured,Russia,2022-03-20,Luhansk oblast,,123rd (ex-2nd) Motor Rifle Brigade (LNR),Z
2511,Engineering,KT-L recovery vehicle,Captured,Russia,2022-03-22,,,,Z
2513,Engineering,IMR-2(M) combat engineering vehicle,Destroyed,Russia,2022-03-14,Sumy oblast,,2nd Motor Rifle Division,O
2516,Engineering,IMR-2(M) combat engineering vehicle,Captured,Russia,2022-03-16,,,,
2517,Engineering,KS-3574M(3) crane,Destroyed,Russia,2022-03-05,,,,
2519,Engineering,IMR-2(M) combat engineering vehicle,Captured,Russia,2022-03-23,"Bashtanka raion, Mykolaiv oblast",,,
2520,Engineering,IMR-2(M) combat engineering vehicle,Captured,Russia,2022-03-19,"Bashtanka raion, Mykolaiv oblast",,,Z
2521,Engineering,IMR-2(M) combat engineering vehicle,Captured,Russia,2022-03-24,Chernihiv oblast,,,O
2522,Engineering,IMR-3M combat engineering vehicle,Destroyed,Russia,2022-04-07,"Moshchun, Bucha raion","50.62395,30.27974",,V
2524,Engineering,PTS-2 tracked amphibious transport,Destroyed,Russia,2022-04-29,"Bairak, Izium raion","49.427958,36.834399",,
2525,Engineering,PTS-2 tracked amphibious transport,Destroyed,Russia,2022-05-11,"Bilohorivka, Sievierodonetsk raion","48.9507,38.2244",,
2527,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87294,31.57418",,O
2528,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87295,31.57404",,
2529,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-04-16,"Hrushuvakha, Izium raion","49.125176,36.902788",,"Z, ☐"
2531,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,2022-04-05,"Rykun, Vyshhorod raion","50.78906,30.24752",,"V, Damaged"
2532,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-26,"Kudriave, Kakhovka raion","46.51144,33.49601",,
2533,Engineering,TMM-3 bridge layer,Destroyed,Russia,2022-04-01,"Vorozhba (Lebedyn hromada), Sumy raion",,,
2534,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87284,31.57396",,
2535,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87289,31.57392",,O
2540,Engineering,TMM-3 bridge layer,Captured,Russia,2022-02-26,"Vorozhba (Lebedyn hromada), Sumy raion",,15th Motor Rifle Regiment,Damaged
2541,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-03-24,,,,"Z, Damaged"
2542,Engineering,TMM-3 bridge layer,Destroyed,Russia,2022-03-21,"Sloboda (Ivanivka hromada), Chernihiv raion","51.334557,31.372016",,
2543,Engineering,TMM-3 bridge layer,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87329,31.57544",,O
2545,Engineering,TMM-3 bridge layer,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.29496,34.88862",423rd Motor Rifle Regiment,
2549,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-03-09,"Voznesensk, Voznesensk raion",,126th Separate Coastal Defence Brigade,
2550,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-03-10,,,,"Z, Damaged"
2551,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-04-02,"Velyka Novosilka, Volnovakha raion",,,
2552,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-04-05,"Horodnia, Chernihiv raion",,,
2553,Engineering,TMM-3 bridge layer,Captured,Russia,2022-04-05,"Lukashivka, Chernihiv raion","51.38541,31.39126",,"O, Damaged"
2555,Engineering,TMM-3M2 bridge layer,Captured,Russia,2022-04-19,,,,Z
2556,Engineering,MTU-72 bridge layer,Captured,Russia,2022-03-13,"Bezuhlivka, Nizhyn raion","50.94681,32.00796",90th Tank Division,O
2557,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Chorna Dolyna, Kakhovka raion","46.554756,33.488056",,⧸
2558,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Bohdanivka, Kakhovka raion","46.555306,33.488098",,
2559,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,2022-02-26,"Bohdanivka, Kakhovka raion","46.555465,33.488089",,⧸
2560,Engineering,KamAZ 6x6 (for PMP-M floating bridge system),Destroyed,Russia,2022-02-27,"Horodnia, Chernihiv raion","51.87323,31.57422",,
2561,Engineering,River link pontoon (for PMP(-M) floating bridge system),Abandoned,Russia,2022-04-17,"Bazaliivka, Chuhuiv raion","49.83759,37.00786",,"Z, Damaged, ☐, ∆"
2562,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-03-27,"Trostianets, Okhtyrka raion","50.48504,34.9827",,
2563,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-04-12,"Vyshneve, Chernihiv raion","51.76955,31.22337",,
2564,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-02-27,"Horodnia, Chernihiv raion","51.87274,31.57298",,O
2565,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87281,31.57352",,
2566,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-05-07,"Siversk, Bakhmut raion","48.938858,38.060372",,Shattered
2567,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-05-11,"Bilohorivka, Sievierodonetsk raion","48.950868,38.225817",,
2568,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,2022-05-15,"Bilohorivka, Sievierodonetsk raion","48.95069,38.22512",,
2580,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Abandoned,Russia,2022-05-15,"Serebrianka, Bakhmut raion","48.932561,38.128685",,
2583,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,Russia,2022-04-10,"Moshchun, Bucha raion","50.62307,30.28065",,V
2584,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,Russia,2022-04-05,"Vyshneve, Chernihiv raion","51.76927,31.22374",,"O, ⧸"
2585,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,Russia,2022-04-05,"Moshchun, Bucha raion","50.62188,30.2808",,"V, Damaged"
2586,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Captured,Russia,2022-03-18,"Moshchun, Bucha raion","50.614130,30.280831",,"V, Damaged"
2588,Engineering,River link pontoon (for PMP(-M) floating bridge system),Captured,Russia,2022-05-03,"Shestovytsia, Chernihiv raion","51.373142,31.213235",,Damaged
2589,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Destroyed,Russia,2022-05-09,"Bilohorivka, Sievierodonetsk raion","48.950954,38.226522",,
2592,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Captured,Russia,2022-04-07,"Rakivka, Bucha raion","50.634648,30.276463",,Damaged
2593,Engineering,River link pontoon (for PMP(-M) floating bridge system),Captured,Russia,2022-04-11,Chernihiv oblast,,,
2597,Engineering,BMK-130M/150 towing and motor boat,Captured,Russia,2022-04-17,"Bazaliivka, Chuhuiv raion","49.837875,37.008707",,"Z, ☐"
2598,Engineering,BMK-460 towing and motor boat,Destroyed,Russia,2022-05-09,"Bilohorivka, Sievierodonetsk raion","48.95104,38.22653",,
2599,Engineering,BMK-460 towing and motor boat,Destroyed,Russia,2022-05-11,"Bilohorivka, Sievierodonetsk raion","48.95077,38.22666",,
2600,Engineering,BMK-460 towing and motor boat,Destroyed,Russia,2022-04-07,"Donetske, Izium raion","49.152284,37.250689",,"Z, ☐, Underwater"
2609,Engineering,EOV-3523 excavator,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.87354,31.57524",,Shattered
2611,Transport,Ural-4320,Destroyed,Russia,2022-03-11,Kyiv oblast,,,
2612,Engineering,EOV-3523 excavator,Captured,Russia,2022-02-24,"Okhtyrka, Okhtyrka raion","50.29504,34.88867",423rd Motor Rifle Regiment,
2615,Engineering,EOV-3523 excavator,Captured,Russia,2022-03-28,"Trostianets, Okhtyrka raion","50.48763,34.96646",423rd Motor Rifle Regiment,Damaged
2616,Engineering,KS-45719-7M crane,Destroyed,Russia,2022-02-25,"Horodnia, Chernihiv raion","51.8735,31.5751",,O
2618,Engineering,KS-45719-7M crane,Destroyed,Russia,2022-04-13,"Makariv, Bucha raion","50.424683,29.854220",,
2619,Engineering,KS-45719-7M crane,Captured,Russia,2022-04-04,"Husarivka (Balakliia hromada), Izium raion","49.36492,36.82669",3rd Motor Rifle Division,"Z, Damaged, ☐"
2621,Engineering,KS-3574M(3) crane,Captured,Russia,2022-04-03,"Haivoron, Nizhyn raion","50.98434,32.90554",,"O, ⧸"
2622,Transport,Ural-4320 tanker,Captured,Russia,2022-04-04,"Haivoron, Nizhyn raion","50.98424,32.90531",,"O, Additional armour"
2623,Engineering,EOV-3521 excavator,Destroyed,Russia,2022-03-31,"Blystavytsia, Bucha raion","50.59426,30.17414",,
2624,Other,ED2x30-T400-3RA mobile generator,Captured,Russia,2022-03-28,"Trostianets, Okhtyrka raion","50.472582,34.959780",60th Control Brigade,"Damaged, KUNG"
2625,Engineering,MTO-UB1 maintenance vehicle,Destroyed,Russia,2022-04-01,"Nova Basan, Nizhyn raion","50.55144,31.45123",,"O, KUNG"
2626,Anti-tank systems,9P148 combat vehicle (for 9K111-1 'Konkurs'),Destroyed,Russia,2022-05-06,"Dibrivne, Izium raion","48.991018,37.225564",,
2627,Anti-tank systems,9P148 combat vehicle (for 9K111-1 'Konkurs'),Destroyed,Russia,2022-05-21,"Rubizhne, Sievierodonetsk raion",,,Z
2628,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-02-24,"Konotop, Konotop raion","51.25051664748468,33.22266558103727",,"O, Damaged"
2629,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,Russia,2022-03-17,"Kamianka dam, Kamianka","49.106354,37.281464",,
2630,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,Russia,2022-04-05,"Lukashivka, Chernihiv raion","51.38562,31.39265",,
2632,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,Russia,2022-05-12,"Nove, Kharkiv raion",,,
2635,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-11-19,"Chuhuiv raion, Kharkiv oblast",,252nd Motor Rifle Regiment,"Z, ☐"
2638,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-03-05,North Ukraine,,,O
2639,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-02-27,"Sribne, Pryluky raion",,,
2640,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-03-17,"Husarivka (Balakliia hromada), Izium raion",,252nd Motor Rifle Regiment,"Z, ☐"
2642,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-04-03,Kyiv oblast,,,"V, Damaged"
2643,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-05-12,"Bilohorivka, Sievierodonetsk raion","48.95066,38.23173",,O
2644,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,2022-05-12,"Bilohorivka, Sievierodonetsk raion","48.95079,38.2316",,O
2646,Anti-tank systems,9P162 combat vehicle (for 9K128-1 'Kornet-T'),Destroyed,Russia,2022-04-01,"Motyzhyn, Bucha raion","50.39652,29.95677",,
2648,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,Russia,2022-03-29,"Novoselivka (Preobrazhenka hromada), Polohy raion",,,
2650,Transport,Ural-4320,Destroyed,Russia,2022-04-26,"Lukashivka, Chernihiv raion","51.385841,31.391170",,
2651,Transport,Ural-43206,Destroyed,Russia,2022-04-26,"Lukashivka, Chernihiv raion","51.385848,31.391254",,
2652,Transport,Ural-4320,Destroyed,Russia,2022-04-26,"Lukashivka, Chernihiv raion","51.385889,31.391226",,
2662,Transport,KamAZ 6x6,Destroyed,Russia,2022-03-28,"Trostianets, Okhtyrka raion","50.48723,34.94388",,
2665,Towed artillery,100mm 2A29 MT-12 'Rapira' anti-tank gun,Captured,Russia,2022-03-17,Luhansk oblast,,,
2667,Towed artillery,120mm 2B16 'Nona-K' howitzer,Destroyed,Russia,2022-05-02,"Slatyne, Kharkiv raion","50.226972,36.163644",200th Separate Motor Rifle Brigade,"Shattered, Flipped"
2669,Towed artillery,120mm 2B16 'Nona-K' howitzer,Captured,Russia,2022-03-04,"Mala Rohan, Kharkiv raion",,69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,Damaged
2670,Towed artillery,120mm 2B16 'Nona-K' howitzer,Captured,Russia,2022-03-09,"Kulynychi, Kharkiv raion","50.009648,36.406769",,Z
2671,Towed artillery,120mm 2B16 'Nona-K' howitzer,Captured,Russia,2022-03-28,"Kharkiv raion, Kharkiv oblast",,69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,
2672,Transport,Ural-4320,Captured,Russia,2022-03-28,"Kharkiv raion, Kharkiv oblast",,Leningrad Military District,
2673,Towed artillery,120mm 2B16 'Nona-K' howitzer,Captured,Russia,2022-05-12,Kharkiv oblast,,,
2674,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-02,"Bashtanka, Bashtanka raion","47.406662,32.437393",126th Separate Coastal Defence Brigade,Damaged
2675,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-01,Mykolaiv oblast,,,
2676,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-02,"Bashtanka, Bashtanka raion","47.406173,32.437678",126th Separate Coastal Defence Brigade,
2681,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911418,32.099834",,
2682,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911480,32.099741",,
2683,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911408,32.099601",,
2684,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911396,32.099457",,
2685,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911369,32.099333",,
2686,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911485,32.099238",,
2687,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911450,32.099133",,
2688,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911308,32.098598",,
2689,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911283,32.098414",,
2690,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911244,32.098240",,
2691,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.911224,32.098105",,
2692,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-15,"Mykolaiv raion, Mykolaiv oblast",,,
2693,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-15,"Mykolaiv raion, Mykolaiv oblast",,,
2694,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-15,"Mykolaiv raion, Mykolaiv oblast",,,
2695,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-15,"Mykolaiv raion, Mykolaiv oblast",,,
2696,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-04-20,"Voznesensk, Voznesensk raion",,126th Separate Coastal Defence Brigade,
2697,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-20,,,,
2698,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-03-20,"Bashtanka, Bashtanka raion","47.391096,32.450726",126th Separate Coastal Defence Brigade,
2699,Tanks,T-72A,Destroyed,Russia,2022-04-01,"Velyka Doroha, Nizhyn raion","50.87532,32.00616",,Turretless
2700,Towed artillery,122mm 2A18 D-30 howitzer,Captured,Russia,2022-04-11,"Kozarovychi, Vyshhorod raion",,,Damaged
2701,Towed artillery,152mm 52-P-546 D-20 gun-howitzer,Destroyed,Russia,2022-06-08,Luhansk oblast,,,
2702,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2022-02-25,"Radensk, Kherson raion","46.591944,32.881423",,
2703,Transport,KamAZ 6x6,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.591412,32.882560",,
2704,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-02-25,"Radensk, Kherson raion","46.592235,32.880839",,
2705,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-22,"Yahidne, Chernihiv raion","51.353679,31.279110",,
2706,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-22,"Yahidne, Chernihiv raion","51.353733,31.279343",,
2707,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-22,"Yahidne, Chernihiv raion","51.35314,31.27939",,
2708,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-22,"Yahidne, Chernihiv raion","51.353190,31.279751",,
2709,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-24,East Ukraine,,,
2710,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-03-31,"Bervytsia, Brovary raion","50.64331,31.14981",,
2711,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-04-30,East Ukraine,,,
2712,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-04-30,East Ukraine,,,
2713,Transport,Unknown truck,Destroyed,Russia,2022-04-30,East Ukraine,,,
2714,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-06-04,,,,
2715,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-06-06,"Myrne (Bilozerka hromada), Kherson raion","46.681485,32.213596",,
2716,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2022-06-16,"Doslidne, Kherson raion","46.675388,32.217496",,
2718,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2022-03-24,East Ukraine,,,
2719,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2022-03-24,East Ukraine,,,
2720,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-02,"Koriukivka raion, Chernihiv oblast",,,Damaged
2721,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-17,"Syndarevske, Nizhyn raion","50.94558,32.05397",,
2722,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-22,"Kashpero-Mykolaivka, Bashtanka raion",,,Damaged
2723,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-27,"Husarivka (Balakliia hromada), Izium raion","49.364963,36.830374",752nd Motor Rifle Regiment,
2724,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-04-03,Chernihiv oblast,,,
2725,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-28,"Hostomel airport, Hostomel","50.59241,30.21147",,Damaged
2726,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-28,"Hostomel airport, Hostomel","50.59213,30.20933",,
2727,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-04-09,"Brovary raion, Kyiv oblast",,6th Tank Regiment,
2728,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-03-20,"Kashpero-Mykolaivka, Bashtanka raion",,,
2729,Towed artillery,152mm 2A65 'Msta-B' howitzer,Captured,Russia,2022-04-17,"Bazaliivka, Chuhuiv raion","49.83767,37.00822",,"Damaged, Flipped"
2730,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,Russia,2022-03-21,"Kostiantynivka, Bashtanka raion","47.36028,32.26674",VDV (Russian Airborne Forces),"Turretless, Shattered"
2731,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,Russia,2022-05-20,"Sievierodonetsk raion, Luhansk oblast",,VDV (Russian Airborne Forces),O
